published_year,num_pages,book_Title,Book_Author,year_of_Publication,image,categoryname,price,inStock,category,description
1986,64,chester,Syd Hoff,1986,http://books.google.com/books/content?id=DiGFBC7APpYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,11,23,,"Chester, a wild horse who wants to be tame, comes to the city looking for a home. ‘Reading for fun: the artist’s sense of pacing makes this book race along.’ —Saturday Review."
1994,48,captain cat,Syd Hoff,1994,http://books.google.com/books/content?id=sHz4sQ3mmjwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,15,30,,"A patriotic feline, Captain Cat springs out of bed whenever the bugle sounds and he has more stripes than any of the soldiers. But most of all, this young recruit and his best friend Pete know what it really takes to make the army a home—friendship. ‘Hoff continues his string of hits.’ —BL. ‘Hoff has maintained his deft touch with a title that’s sure to appeal to youngsters.’ —SLJ."
1998,64,my little house crafts book,Carolyn Strom Collins,1998,http://books.google.com/books/content?id=lTzrsOMvcNcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,juvenile nonfiction,14,26,,"Make the same pioneer crafts that Laura did! In her beloved Little House books, Laura Ingalls Wilder tells of her pioneer childhood growing up on the frontier. Because the Ingallses often lived far away from any stores, and because they had little money, Laura and her family had to make most of their own household items, using whatever materials were available. Now, with MY LITTLE HOUSE CRAFTS BOOK, you can share a part of Laura's pioneer days by learning how to make the same things that she and her family made for their little homes on the frontier. Inside this book are easy, step-by-step instructions for 18 crafts taken straight from the pages of Laura's Little House books. All you need to get started are a few simple supplies, and you're on your way to making fun and useful pioneer crafts that you'll cherish forever."
2000,32,pioneer girl,William Anderson,2000,http://books.google.com/books/content?id=Sj4UDeFOOoAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,juvenile nonfiction,4,24,,"The pioneer spirit lives on... Readers around the world know and love Laura, the little girl born in the Big Woods of Wisconsin and raised in covered wagons and on wide open prairies. Now Little House fans can learn more about ""Half-pint"" in this, the first picture book biography book of Laura Ingalls Wilder. With a simple, glowing text by noted historian and Little House scholar William Anderson, and glorious paintings by Dan Andreasen, Pioneer Girl is a very special portrait of a writer whose classic books and poineer adventures have made her one of the most popular literary figures in America. This picture-book biography of Laura Ingalls Wilder tells the remarkable story of the pioneer girl who would one day immortalize her adventures in the beloved Little House books. Written in simple, glowing text by noted Little House scholar William Anderson, and illustrated with glorious paintings by artist Dan Andreasen, this wonderful first biography captures the very essence of the little girl called ‘Half-pint,' whose classic books and pioneer adventures have made her one of the most popular literary figures in America. This picture-book biography of Laura Ingalls Wilder tells the remarkable story of the pioneer girl who would one day immortalize her adventures in the beloved Little House books. Written in simple, glowing text by noted Little House scholar William Anderson, and illustrated with glorious paintings by artist Dan Andreasen, this wonderful first biography captures the very essence of the little girl called ‘Half-pint,’ whose classic books and pioneer adventures have made her one of the most popular literary figures in America."
1998,345,shade's children (rack),Garth Nix,1998,http://books.google.com/books/content?id=_jlglwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,1,22,,"The Key to Survival Rests in the Hands of Shade's Children In a futuristic urban wasteland, evil Overlords have decreed that no child shall live a day past his fourteenth birthday. On that Sad Birthday, the child is the object of an obscene harvest resulting in the construction of a machinelike creature whose sole purpose is to kill. The mysterious Shade -- once a man, but now more like the machines he fights -- recruits the few children fortunate enough to escape. With luck, cunning, and skill, four of Shade's children come closer than any to discovering the source of the Overlords' power -- and the key to their downfall. But the closer the children get, the more ruthless Shade seems to become ..."
2003,398,all-american girl,Meg Cabot,2003,http://books.google.com/books/content?id=Fktx5yUMHpMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,12,26,,"Top Ten Reasons Samantha Madison is in Deep Trouble 10. Her big sister is the most popular girl in school 9. Her little sister is a certified genius 8. She's in love with her big sister's boyfriend 7. She got caught selling celebrity portraits in school 6. And now she's being forced to take art classes 5. She's just saved the president of the United Statesfrom an assassination attempt 4. So the whole world thinks she is a hero 3. Even though Sam knows she is far, far from being a hero 2. And now she's been appointed teen ambassador to the UNAnd the number-one reason Sam's life is over?1. The president's son just might be in love with her"
2001,176,a light in the attic book and cd,Shel Silverstein,2001,http://books.google.com/books/content?id=FJfQsgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,juvenile nonfiction,15,28,,"Last night while I lay thinking here Some Whatifs crawled inside my ear And pranced and partied all night long And sang their same old Whatif song: Whatif I flunk that test? Whatif green hair grows on my chest? Whatif nobody likes me? Whatif a bolt of lightning strikes me?... To celebrate its 20th anniversary, Shel Silverstein's A Light in the Attic is now available in a special edition containing the classic hardcover book and a CD of highlights from his Grammy Award-winning album. Here in the attic of Shel Silverstein you will find Backward Bill, Sour Face Ann, the Meehoo with an Exactlywatt, and the Polar Bear in the Frigidaire. You will talk with Broiled Face, and find out what happens when Somebody steals your knees, you get caught by the Quick-Digesting Gink, a Mountain snores, and They Put a Brassiere on the Camel. From the creator of the beloved poetry collections Where the Sidewalk Ends and Falling Up, here is another wondrous book of poems and drawings."
2001,767,the chronicles of narnia (adult),C. S. Lewis,2001,http://books.google.com/books/content?id=3VGkK_F9thYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,9,28,,"Journeys to the end of the world, fantastic creatures, and epic battles between good and evil -- what more could any reader ask for in one book? The book that has it all is The Lion, the Witch and the Wardrobe, written in 1949 by Clive Staples Lewis. But Lewis did not stop there. Six more books followed, and together they became known as The Chronicles of Narnia. For the past fifty years, The Chronicles of Narnia have transcended the fantasy genre to become part of the canon of classic literature. Each of the seven books is a masterpiece, drawing the reader into a land where magic meets reality, and the result is a fictional world whose scope has fascinated generations. This edition presents all seven books -- unabridged -- in one impressive volume. The books are presented here according to Lewis' preferred order, each chapter graced with an illustration by the original artist, Pauline Baynes. Deceptively simple and direct, The Chronicles of Narnia continue to captivate fans with adventures, characters, and truths that speak to readers of all ages, even fifty years after they were first published."
2002,176,what would machiavelli do?,Stanley Bing,2002,http://books.google.com/books/content?id=W9jVlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,humor,1,24,,"What Would Machiavelli Do? He would feast on other people's discord He wouldn't exactly seek the company of ass-kissers and bimbos, but he wouldn't reject them out of hand either He would realize that loving yourself means never having to say you're sorry He would kill people, but only if he could feel good about himself afterward He would establish and maintain a psychotic level of control He would use other people's opinions to sell his book!"
1998,112,the sense of wonder,Rachel Carson,1998,http://books.google.com/books/content?id=Zee5SAOqO2UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,nature,5,28,,"First published more than three decades ago, this reissue of Rachel Carson's award-winning classic brings her unique vision to a new generation of readers. Stunning new photographs by Nick Kelsh beautifully complement Carson's intimate account of adventures with her young nephew, Roger, as they enjoy walks along the rocky coast of Maine and through dense forests and open fields, observing wildlife, strange plants, moonlight and storm clouds, and listening to the ""living music"" of insects in the underbrush. ""If a child is to keep alive his inborn sense of wonder."" Writes Carson, ""he needs the companionship of at least one adult who can share it, rediscovering with him the joy, excitement and mystery of the world we live in."" The Sense of Wonder is a refreshing antidote to indifference and a guide to capturing the simple power of discovery that Carson views as essential to life. In her insightful new introduction, Linda Lear remembers Rachel Carson's groundbreaking achievements in the context of the legendary environmentalist's personal commitment to introducing young and old to the miracles of nature. Kelsh's lush photographs inspire sensual, tactile reactions: masses of leaves floating in a puddle are just waiting to be scooped up and examined more closely. An image of a narrow path through the trees evokes the earthy scent of the woods after a summer rain. Close-ups of mosses and miniature lichen fantasy-lands will spark innocent'as well as more jaded'imaginations. Like a curious child studying things underfoot and within reach, Kelsh's camera is drawn to patterns in nature that too often elude hurried adults'a stand of beech trees in the springtime, patches of melting snow and the ripples from a pebble tossed into a slow-moving stream. The Sense of Wonder is a timeless volume that will be passed on from children to grandchildren, as treasured as the memory of an early-morning walk when the song of a whippoorwill was heard as if for the first time."
